keyword,rank,title,snippet,link,total_words,h1_num,h1_len,h2_num,h2_len,h3_num,h3_len,header_total,img_count,internalLinks,externalLinks,total_link,h1_kcount,h2_kcount,h3_kcount,p_kcount,a_kcount,footer_kcount,link_kcount,imalt_kcount,meta_desc_len,meta_kcount,ti_used
apple education discount,2,College Students - Education,Powerful and compatible with everything you need for higher education and more. Apple devices work together so you can focus on what matters.,https://www.apple.com/vn/education/college-students/,3152.0,1.0,2.0,37.0,5.24,9.0,4.78,47,0,69,7,76,,"{'apple': 5, 'education': 1}","{'apple': 6, 'education': 2}","{'apple': 36, 'education': 5}","{'apple': 13, 'education': 3}","{'apple': 21, 'education': 4}","{'apple': 1, 'education': 1}",,4,{'education': 1},1.0
apple education discount,3,Education Pricing and Student Discounts,"Receive a discount on a new Mac or iPad for your studies with Apple Education Pricing. Available for students, teachers and staff.",https://www.apple.com/ca_edu_93120/store,745.0,2.0,8.0,10.0,5.4,12.0,2.0,24,24,30,72,102,"{'apple': 2, 'education': 2}",{'apple': 6},"{'apple': 4, 'education': 1}","{'apple': 15, 'education': 4}","{'apple': 24, 'education': 2}","{'apple': 37, 'education': 5}",{'apple': 1},,5,{'education': 1},1.0
apple education discount,4,Education - Price Lists,"Shop with your education institution discount.​​ Choose and configure a Mac, iPad, or iPod, add popular accessories, and take advantage of special education ...",https://www.apple.com/education/pricelists/,231.0,1.0,6.0,5.0,3.2,11.0,4.82,17,0,86,10,96,"{'discount': 1, 'education': 1}","{'apple': 1, 'education': 3}","{'apple': 8, 'education': 2}","{'apple': 3, 'education': 7}","{'apple': 26, 'education': 5}","{'apple': 36, 'education': 5}","{'apple': 1, 'education': 1}",,4,{'education': 1},1.0
apple education discount,5,Education Pricing and Student Discounts - Apple (IE),,https://www.apple.com/ie-edu/store,640.0,1.0,11.0,9.0,5.44,11.0,2.0,21,23,29,59,88,"{'apple': 1, 'education': 1}",{'apple': 5},"{'apple': 4, 'education': 1}","{'apple': 12, 'education': 4}","{'apple': 16, 'education': 1}","{'apple': 29, 'education': 4}",{'apple': 1},,5,{'education': 1},1.0
apple education discount,6,How to get an Apple student discount at Apple's Education ...,,https://www.macworld.com/article/670705/how-to-get-an-apple-student-discount-at-apples-education-store.html,2587.0,1.0,11.0,8.0,6.88,5.0,7.6,14,7,5,154,159,"{'apple': 1, 'discount': 1, 'education': 1}","{'apple': 6, 'discount': 6, 'education': 1}","{'apple': 3, 'discount': 3}","{'apple': 55, 'discount': 24, 'education': 44}","{'apple': 19, 'education': 23}",{'apple': 1},"{'apple': 1, 'discount': 1, 'education': 1}","{'apple': 2, 'discount': 1, 'education': 1}",11,"{'apple': 1, 'discount': 1, 'education': 1}",1.0
apple education discount,7,"Apple student discount: how much is it, and how do you get ...","Mar 7, 2023 — The other big Apple student discount at the moment is on Apple Music. This one's a bit simpler: a straightforward 50 per cent off, which means ...",https://www.creativebloq.com/news/apple-student-discount,2170.0,1.0,13.0,2.0,7.0,5.0,6.4,8,24,6,123,129,{'apple': 1},{'apple': 1},"{'apple': 4, 'discount': 5}","{'apple': 41, 'discount': 19, 'education': 10}","{'apple': 12, 'education': 2}",,"{'apple': 1, 'discount': 1}","{'apple': 8, 'discount': 1}",13,{'apple': 1},1.0
apple education discount,8,Best Apple Student Discount for Back to School 2023,Students who want to take advantage of the 20% discount can only receive the discount during the Back To School promotion period. Even if the device remains ...,https://appleinsider.com/deals/apple-student-discount,1902.0,1.0,3.0,15.0,10.33,12.0,2.0,28,32,19,228,247,"{'apple': 1, 'discount': 1}","{'apple': 4, 'discount': 1, 'education': 1}","{'apple': 1, 'discount': 1}","{'apple': 23, 'discount': 8, 'education': 4}","{'apple': 28, 'discount': 3, 'education': 2}",,"{'apple': 1, 'discount': 1}","{'apple': 1, 'discount': 1}",10,{'apple': 1},1.0
apple education discount,9,Apple Store Online Up to 10% Off,Apple Store Online Up to 10% Off - UNiDAYS student discount March 2023 · Apple Store Online.,https://www.myunidays.com/IN/en-IN/partners/apple/view,262.0,2.0,8.0,3.0,1.33,0.0,,5,11,77,9,86,"{'apple': 2, 'discount': 1}",,,"{'apple': 3, 'education': 2}","{'apple': 1, 'education': 2}",,{'apple': 1},{'apple': 5},0,,1.0
apple education discount,10,"Apple student discount: what is it, and how do you get it?",,https://www.digitalcameraworld.com/features/apple-student-discount-what-is-it-and-how-do-you-get-it,2318.0,1.0,12.0,7.0,7.0,2.0,5.0,10,31,6,145,151,{'apple': 1},"{'apple': 3, 'discount': 2, 'education': 2}","{'apple': 2, 'discount': 2}","{'apple': 43, 'discount': 16, 'education': 13}","{'apple': 11, 'discount': 2, 'education': 5}",,"{'apple': 1, 'discount': 1}","{'apple': 6, 'discount': 1}",12,{'apple': 1},1.0
vocational education,1,Vocational education - Wikipedia,"Vocational education is education that prepares people to a skilled craft as an artisan, trade as a tradesperson, or work as a technician.",https://en.wikipedia.org/wiki/Vocational_education,8384.0,1.0,2.0,9.0,1.67,28.0,1.36,38,18,832,137,969,"{'vocational': 1, 'education': 1}",,,"{'vocational': 139, 'education': 145}","{'vocational': 33, 'education': 68}",,"{'vocational': 1, 'education': 1}",,4,"{'vocational': 1, 'education': 1}",1.0
vocational education,2,Q : What Is Vocational Education?,Vocational education is a different learning option from the path of college or universities. It offers a path that imparts the skills and knowledge needed ...,https://hospitalityinsights.ehl.edu/what-is-vocational-education,1184.0,1.0,6.0,10.0,6.7,3.0,4.67,14,10,22,27,49,"{'vocational': 1, 'education': 1}","{'vocational': 4, 'education': 2}",{'education': 1},"{'vocational': 23, 'education': 15}","{'vocational': 1, 'education': 5}",,"{'vocational': 1, 'education': 1}",{'education': 2},4,"{'vocational': 1, 'education': 1}",1.0
vocational education,3,Vocational education,"Feb 23, 2023 — vocational education, instruction intended to equip persons for industrial or commercial occupations. It may be obtained either formally in ...",https://www.britannica.com/topic/vocational-education,768.0,1.0,2.0,0.0,,0.0,,1,2,82,24,106,"{'vocational': 1, 'education': 1}",,,"{'vocational': 5, 'education': 7}","{'vocational': 6, 'education': 6}",,"{'vocational': 1, 'education': 1}",,2,"{'vocational': 1, 'education': 1}",1.0
vocational education,4,Vocational Education - an overview,Vocational education and training (VET). It can be defined as an activity which prepares learners for careers that are traditionally nonacademic and directly ...,https://www.sciencedirect.com/topics/agricultural-and-biological-sciences/vocational-education,8.0,0.0,,0.0,,0.0,,0,0,0,0,0,,,,,,,"{'vocational': 1, 'education': 1}",,0,,1.0
vocational education,5,General Directorate of Vocational Training,"On November 17, 2022, at the headquarters of Directorate of Vocational Education and Training (DVET), Director General Truong Anh Dung and representatives ...",http://en.gdnn.gov.vn/,736.0,0.0,,0.0,,0.0,,0,97,69,50,119,,,,,"{'vocational': 22, 'education': 9}",,,,0,,1.0
vocational education,6,Vocational education,Vocational education and training (VET) qualifications focus on specific occupational skills and competencies. The Australian Qualifications Framework (AQF) ...,https://www.studyaustralia.gov.au/english/study/vocational-education,763.0,1.0,2.0,7.0,3.86,3.0,2.67,11,11,74,25,99,"{'vocational': 1, 'education': 1}","{'vocational': 1, 'education': 2}",,"{'vocational': 4, 'education': 11}","{'vocational': 2, 'education': 10}",,"{'vocational': 1, 'education': 1}",{'vocational': 1},2,"{'vocational': 1, 'education': 1}",1.0
vocational education,7,Vocational education and training | European Education Area,Vocational education and training prepares people for work and develops citizens skills to remain employable and respond to the needs of the economy.,https://education.ec.europa.eu/education-levels/vocational-education-and-training,700.0,7.0,2.71,8.0,3.38,9.0,3.44,24,22,38,66,104,"{'vocational': 1, 'education': 2}","{'vocational': 2, 'education': 2}","{'vocational': 1, 'education': 2}","{'vocational': 3, 'education': 7}","{'vocational': 2, 'education': 12}",{'education': 12},"{'vocational': 1, 'education': 3}",{'education': 2},4,"{'vocational': 1, 'education': 1}",1.0
vocational education,8,Vocational education Definition & Meaning,"The meaning of VOCATIONAL EDUCATION is training for a specific occupation in agriculture,, trade, or industry through a combination of theoretical teaching ...",https://www.merriam-webster.com/dictionary/vocational%20education,441.0,1.0,2.0,4.0,2.5,1.0,2.0,6,40,103,28,131,"{'vocational': 1, 'education': 1}","{'vocational': 1, 'education': 1}",,"{'vocational': 2, 'education': 1}",{'vocational': 1},,,,4,"{'vocational': 1, 'education': 1}",1.0
vocational education,9,Sở Hữu Ngay Chứng Chỉ Nghề Với Chương Trình Vocational ...,"Nov 2, 2022 — Và một trong những điểm đến ưa thích của người học là Trường nghề tư thục/Collect VET – Vocational Education Training. Mục Lục [Ẩn].",https://diploma.qts.edu.vn/so-huu-ngay-chung-chi-nghe-voi-chuong-trinh-vocational-education-and-training-vet/,1823.0,1.0,14.0,6.0,7.17,7.0,8.57,14,14,25,62,87,"{'vocational': 1, 'education': 1}","{'vocational': 2, 'education': 2}",{'vocational': 2},"{'vocational': 8, 'education': 7}","{'vocational': 4, 'education': 2}",{'education': 1},"{'vocational': 1, 'education': 1}","{'vocational': 3, 'education': 3}",14,"{'vocational': 1, 'education': 1}",1.0
vocational education,10,Viet Nam: Technical and Vocational Education and ...,This report examines how technical and vocational education and training (TVET) in Viet Nam can be improved to increase the country's global ...,https://www.adb.org/documents/viet-nam-tvet-sector-assessment,897.0,1.0,10.0,0.0,,2.0,1.5,3,5,268,27,295,"{'vocational': 1, 'education': 1}",,,"{'vocational': 1, 'education': 1}",{'education': 3},,,"{'vocational': 1, 'education': 1}",10,"{'vocational': 1, 'education': 1}",1.0
continuing education units,1,Continuing education unit,A continuing education unit (CEU) or continuing education credit (CEC) is a measure used in continuing education programs to assist the professional to maintain ...,https://en.wikipedia.org/wiki/Continuing_education_unit,360.0,1.0,3.0,4.0,1.5,0.0,,5,6,80,17,97,"{'continuing': 1, 'education': 1}",,,"{'continuing': 7, 'education': 8}","{'continuing': 7, 'units': 3, 'education': 9}",,"{'continuing': 1, 'education': 1}",,5,"{'continuing': 1, 'education': 1}",1.0
continuing education units,2,What are Continuing Education Units (CEUs) and why do ...,"A continuing education unit (CEU), or continuing education credit (CEC), is a measure used in continuing education programs to assist the professional to ...",https://intellectualpoint.com/what-are-continuing-education-units/,3918.0,1.0,12.0,1.0,2.0,20.0,2.05,22,47,29,204,233,"{'continuing': 1, 'units': 1, 'education': 1}",,"{'continuing': 1, 'units': 1, 'education': 1}","{'continuing': 16, 'units': 1, 'education': 17}","{'continuing': 7, 'education': 8}",,"{'continuing': 1, 'units': 1, 'education': 1}",,15,"{'continuing': 1, 'units': 1, 'education': 1}",1.0
continuing education units,3,CONTINUING EDUCATION UNITS,"A Continuing Education Unit is a measure used in continuing education programs, particularly those required in a licensed profession. A CEU is not an academic ...",https://professional.mit.edu/programs/continuing-education-units,318.0,1.0,3.0,4.0,2.25,0.0,,5,10,42,33,75,"{'continuing': 1, 'units': 1, 'education': 1}",,,"{'continuing': 5, 'units': 3, 'education': 9}",,{'education': 1},"{'continuing': 1, 'units': 1, 'education': 1}",,0,,1.0
continuing education units,4,Continuing Education Units (CEU) (MS Word),"Continuing education units, or CEUs, are awarded by many education and training providers to signify successful completion of non-credit programs and courses ...",https://www2.ed.gov/about/offices/list/ous/international/usnei/us/ceu.doc,6430.0,0.0,,0.0,,0.0,,0,0,0,0,0,,,,"{'continuing': 9, 'units': 4, 'education': 18}",,,,,0,,0.0
continuing education units,5,What Are Continuing Education Units or CEUs?,"May 30, 2019 — A CEU is a unit of credit equal to 10 hours of participation in an accredited program designed for certified or licensed professionals.",https://www.thoughtco.com/what-are-continuing-education-units-ceus-31529,929.0,1.0,7.0,8.0,3.38,0.0,,9,38,16,89,105,"{'continuing': 1, 'units': 1, 'education': 1}","{'continuing': 1, 'education': 1}",,"{'continuing': 10, 'units': 1, 'education': 13}",,,"{'continuing': 1, 'units': 1, 'education': 1}","{'continuing': 2, 'education': 2}",7,"{'continuing': 1, 'units': 1, 'education': 1}",1.0
continuing education units,6,Continuing Education Unit (CEU) Credits,Q: What constitutes one CEU? A: One CEU equals ten contact hours of participation in organized continuing education classes and/or training conducted by a ...,https://professionals.collegeboard.org/prof-dev/workshops/ceu-credits,1060.0,1.0,7.0,1.0,9.0,1.0,6.0,3,0,110,11,121,"{'continuing': 1, 'education': 1}","{'continuing': 1, 'units': 1, 'education': 1}",,"{'continuing': 2, 'education': 2}",{'education': 5},,,,8,"{'continuing': 1, 'education': 1}",1.0
continuing education units,7,What is a CEU? |,"Continuing Education Units, or CEUs, are a nationally recognized standard for documenting successful completion of non-credit programs and courses intended ...",https://continuinged.charlotte.edu/articles/continuinged/ceu/,731.0,3.0,3.0,7.0,1.86,4.0,1.75,14,3,48,21,69,,"{'continuing': 1, 'education': 1}",,"{'continuing': 6, 'units': 1, 'education': 6}","{'continuing': 1, 'education': 2}",,,,0,,1.0
continuing education units,8,Your Guide to Continuing Education Units,"Feb 16, 2021 — CEUs refer to courses that professionals take to renew a license or certification. Many types of organizations offer these units, and when ...",https://www.bestcolleges.com/resources/continuing-education/continuing-education-units/,2763.0,1.0,6.0,13.0,3.46,15.0,3.67,29,20,166,65,231,"{'continuing': 1, 'units': 1, 'education': 1}",,"{'continuing': 4, 'education': 4}","{'continuing': 5, 'units': 6, 'education': 6}",{'education': 3},,"{'continuing': 2, 'units': 1, 'education': 2}","{'continuing': 3, 'education': 3}",7,"{'continuing': 1, 'units': 1, 'education': 1}",1.0
continuing education units,9,Continuing Education Units (CEUs) - Wharton Online,A Continuing Education Unit (CEU) is a standard attributed to continuing education programs to provide professional development across industries. One standard ...,https://online.wharton.upenn.edu/ceu-online/,565.0,1.0,7.0,6.0,6.5,1.0,11.0,8,6,4,79,83,"{'continuing': 1, 'units': 1, 'education': 1}","{'continuing': 3, 'units': 3, 'education': 3}","{'continuing': 1, 'education': 1}","{'continuing': 12, 'units': 1, 'education': 17}","{'continuing': 2, 'education': 5}",{'education': 2},,,4,"{'continuing': 1, 'units': 1, 'education': 1}",1.0
continuing education units,10,Continuing Education Units,The Continuing Education Unit (CEU) is a nationally recognized method of quantifying the time spent in the classroom during professional development and ...,https://www.apwa.net/MyApwa/Apwa_Public/Education_and_Events/Continuing_Education_Units.aspx,586.0,1.0,3.0,4.0,4.0,1.0,3.0,6,7,20,150,170,"{'continuing': 1, 'education': 1}",,,"{'continuing': 1, 'education': 1}","{'continuing': 2, 'education': 4}",,"{'continuing': 1, 'units': 1, 'education': 2}",,0,,1.0
education consulting,1,Education consulting | McKinsey & Company,"Improving student outcomes, increasing access and affordability, and enabling new academic research across the entire education ecosystem.",https://www.mckinsey.com/industries/education/how-we-help-clients,1022.0,1.0,1.0,5.0,3.0,17.0,6.35,23,22,35,3,38,{'education': 1},,{'education': 5},{'education': 4},{'education': 2},,{'education': 1},,6,{'education': 1},1.0
education consulting,2,Education Consulting and Strategy Services | BCG,"At BCG, our education strategy consulting work sits at the intersection of education, employment, and welfare. Our experts deliver learning and training ...",https://www.bcg.com/industries/education/overview,1029.0,1.0,1.0,13.0,4.23,3.0,10.33,17,68,4,119,123,{'education': 1},"{'consulting': 1, 'education': 7}",{'education': 1},"{'consulting': 4, 'education': 15}","{'consulting': 1, 'education': 4}",{'consulting': 2},{'education': 1},{'education': 2},1,{'education': 1},1.0
education consulting,3,Top 10 Education Consulting Firms,"Apr 15, 2022 — It's no surprise to see the world's most prestigious firm at the top of this list of top education consulting firms. McKinsey & Company works ...",https://managementconsulted.com/education-consulting-firms/,1170.0,1.0,5.0,1.0,5.0,9.0,2.44,11,5,13,73,86,"{'consulting': 1, 'education': 1}","{'consulting': 1, 'education': 1}",,"{'consulting': 33, 'education': 58}","{'consulting': 16, 'education': 1}",{'consulting': 3},"{'consulting': 1, 'education': 1}","{'consulting': 2, 'education': 2}",5,"{'consulting': 1, 'education': 1}",1.0
education consulting,4,Education Consulting Services,"As a leading education consulting firm, our experts develop and support transformative strategies at local, national and global scales. Learn more now.",https://www.lek.com/industries/education,2163.0,1.0,2.0,13.0,3.31,18.0,4.61,32,19,627,36,663,"{'consulting': 1, 'education': 1}",{'education': 4},{'education': 1},"{'consulting': 3, 'education': 14}","{'consulting': 2, 'education': 11}",{'consulting': 2},{'education': 1},"{'consulting': 4, 'education': 2}",0,,1.0
education consulting,5,Education Consultant làm gì? Yêu cầu kỹ năng và phẩm chất,"Education Consultant là một nhà tư vấn giúp phụ huynh, học sinh hoặc các tổ chức lập nên những kế hoạch giáo dục phù hợp. Hay nói cách khác, họ là người cố vấn, ...",https://careerbuilder.vn/vi/talentcommunity/wiki-career/education-consultant-lam-gi-yeu-cau-ky-nang-va-pham-chat.35A51FA4.html,4719.0,1.0,11.0,7.0,7.57,22.0,6.86,30,139,0,639,639,{'education': 1},{'education': 6},,{'education': 20},"{'consulting': 7, 'education': 5}",,{'education': 1},{'consulting': 7},13,{'education': 1},1.0
education consulting,6,What Does an Education Consultant Do?,Education consultants are often teachers or administrators who want a break from the daily routine but still wish to remain involved in the field of education.,https://www.waldenu.edu/online-doctoral-programs/doctor-of-education/resource/what-does-an-education-consultant-do,1882.0,1.0,6.0,0.0,,11.0,3.45,12,3,405,33,438,{'education': 1},,,{'education': 19},"{'consulting': 1, 'education': 4}",{'education': 2},{'education': 2},{'education': 1},1,{},1.0
education consulting,7,Primary & Secondary Education,Bain works with innovative education nonprofits and school systems to create ... Bain applied its consulting experience in partnership with Charlestown High ...,https://www.bain.com/industry-expertise/social-public-sector/primary-and-secondary-education/,1219.0,2.0,4.0,0.0,,10.0,3.7,12,18,571,12,583,{'education': 2},,{'consulting': 2},{'education': 4},"{'consulting': 11, 'education': 5}",,{'education': 1},,4,{'education': 1},1.0
education consulting,8,Western Education Consulting,"Công ty tư vấn du học Western Education Consulting cung cấp dịch vụ tư vấn du học chuyên nghiệp các nước Mỹ, Canada, Úc, Singapore, Anh, New Zealand.",http://westernedu.vn/,574.0,7.0,11.86,0.0,,8.0,3.38,15,13,77,5,82,,,,"{'consulting': 1, 'education': 2}",,,,,3,"{'consulting': 1, 'education': 1}",1.0
education consulting,9,Educational Consulting Firm | School Improvement Consultants,SchoolWorks is an educational consulting firm providing charter schools with access to the top school consultants in the nation. Contact us to learn more!,https://www.schoolworks.org/,1419.0,1.0,5.0,5.0,3.6,2.0,6.5,8,17,70,6,76,"{'consulting': 1, 'education': 1}",{'consulting': 1},{'consulting': 1},"{'consulting': 9, 'education': 17}",,,,,7,{'consulting': 1},1.0
education consulting,10,Explore Our K-12 Consulting Services,"Our Approach to Education Consulting. We approach each district partnership with the mindset that while we can share what has worked elsewhere, we must seek ...",https://www.edelements.com/education-consultants,1582.0,1.0,3.0,10.0,5.0,14.0,7.0,25,19,7,95,102,{'consulting': 1},"{'consulting': 2, 'education': 2}",,"{'consulting': 2, 'education': 9}",,{'education': 2},{'education': 1},,8,"{'consulting': 1, 'education': 1}",1.0
landmark education,1,Landmark Worldwide: Personal & Professional Growth ...,"Landmark Worldwide is a personal and professional growth, training and development company focusing on people achieving success, fulfillment and greatness.",http://www.landmarkworldwide.com/,785.0,1.0,2.0,6.0,2.17,2.0,3.0,9,27,59,11,70,,{'landmark': 2},{'landmark': 1},{'landmark': 5},{'landmark': 13},,,{'landmark': 8},0,,1.0
landmark education,2,Landmark Worldwide,"Landmark Worldwide (known as Landmark Education before 2013), or simply Landmark, is a company, headquartered in San Francisco, that offers personal-development ...",https://en.wikipedia.org/wiki/Landmark_Worldwide,5647.0,1.0,2.0,11.0,1.82,4.0,2.25,16,10,532,141,673,{'landmark': 1},{'landmark': 1},,"{'landmark': 45, 'education': 6}","{'landmark': 36, 'education': 8}",,{'landmark': 1},{'landmark': 1},4,{'landmark': 1},1.0
landmark education,3,Landmark Forum - Landmark Course Syllabus and Landmark ...,The Landmark Forum is grounded in a model of transformative learning—a way of learning that gives people an awareness of the basic structures in which they know ...,https://landmarkforum.com/,901.0,1.0,3.0,8.0,4.75,1.0,3.0,10,5,16,12,28,{'landmark': 1},{'landmark': 2},,{'landmark': 13},,{'landmark': 1},,{'landmark': 1},0,,1.0
landmark education,4,Landmark Education,"Landmark offers The Landmark Forum and advanced programs and seminars on relationships, communication, productivity, leadership, more. Visit Landmark.",https://www.linkedin.com/company/landmark-education,0.0,0.0,,0.0,,0.0,,0,0,0,0,0,,,,,,,"{'landmark': 1, 'education': 1}",,0,,0.0
landmark education,5,Landmark Forum for Vietnamese,"interested around the world about Landmark Forum translated to Vietnamese in Mar 2023, and the source of this causing from many of graduates around the",https://www.facebook.com/groups/545953385436921/,10.0,1.0,1.0,2.0,1.0,0.0,,3,1,22,23,45,,,,,,,,,1,{},1.0
landmark education,6,Working at Landmark Education: 19 Reviews,Landmark is a non profit dedicated to self improvement and awareness. My position was voluntary on the production team for a course. I learned a great deal ...,https://www.indeed.com/cmp/Landmark-Education/reviews,8.0,0.0,,0.0,,0.0,,0,0,0,0,0,,,,,,,"{'landmark': 1, 'education': 1}",,0,,1.0
landmark education,7,The Landmark Forum - Landmark Programs in Sydney,The Landmark Forum is specifically designed to bring about positive and permanent shifts in the quality of your life. These shifts are the direct cause for ...,https://landmarkworldwidesydney.com/the-landmark-forum/,652.0,0.0,,6.0,2.33,1.0,10.0,7,7,7,14,21,,{'landmark': 1},{'landmark': 1},"{'landmark': 9, 'education': 1}",{'landmark': 2},{'landmark': 5},{'landmark': 1},{'landmark': 6},0,,1.0
landmark education,8,Landmark Worldwide New York,The Landmark Forum offers a practical methodology for producing breakthroughs in the areas of life that matter most to you: the quality of your ...,https://landmarkworldwidenewyork.com/,278.0,0.0,,6.0,3.67,2.0,8.5,8,3,11,6,17,,{'landmark': 1},{'landmark': 1},{'landmark': 8},{'landmark': 2},{'landmark': 4},,{'landmark': 2},0,,1.0
landmark education,9,11 Landmark Education ideas,"Oct 2, 2014 - Explore Rhonda Silverman's board ""Landmark Education"" on Pinterest. See more ideas about landmark education, landmark, landmark forum.",https://www.pinterest.com/rms2325/landmark-education/,278.0,1.0,2.0,1.0,1.0,0.0,,2,0,0,0,0,"{'landmark': 1, 'education': 1}",,,,,,"{'landmark': 1, 'education': 1}",,10,"{'landmark': 4, 'education': 2}",1.0
landmark education,10,Landmark Education,We exist with a proven track record. We have rightfully gained unconditional trust & credibility from our stakeholders - be it our students or our ...,https://www.youtube.com/@Landmark.Education,16.0,0.0,,0.0,,0.0,,0,0,6,9,15,,,,,,,{'education': 1},,2,"{'landmark': 1, 'education': 1}",1.0
department of higher education,1,Department of Higher Education and Training,The Department of Higher Education & Training provides integrated post-school education and training so citizens can improve the quality of their lives.,https://www.dhet.gov.za/,777.0,2.0,6.0,2.0,5.0,0.0,,4,45,68,48,116,"{'education': 1, 'department': 1, 'higher': 1}",,,,"{'higher': 3, 'education': 5}",,,"{'higher': 2, 'education': 2}",0,,1.0
department of higher education,2,"Department of Higher Education | Government of India, ...","The Department of Higher Education, MHRD, is responsible for the overall development of the basic infrastructure of Higher Education sector, both in terms ...",https://www.education.gov.in/higher_education,733.0,1.0,0.0,9.0,2.0,4.0,4.25,14,41,81,97,178,,"{'education': 2, 'department': 1, 'higher': 2}","{'higher': 1, 'education': 2}","{'education': 5, 'department': 2, 'higher': 4}","{'higher': 6, 'education': 16}",,"{'higher': 1, 'education': 2}","{'higher': 2, 'education': 6}",0,,1.0
department of higher education,4,Massachusetts Department of Higher Education,Official website of the Massachusetts Department of Higher Education.,https://www.mass.edu/,749.0,4.0,3.5,6.0,5.33,0.0,,10,11,107,9,116,,"{'higher': 1, 'education': 1}",,"{'education': 10, 'department': 2, 'higher': 10}","{'education': 2, 'department': 1, 'higher': 2}",,,,0,,1.0
department of higher education,5,Arkansas Department of Higher Education - Home page,The Arkansas Division of Higher Education consists of a group of hard working and dedicated professionals seeking to maximize the success of Arkansas's ...,https://adhe.edu/,729.0,9.0,3.56,12.0,6.58,4.0,5.25,25,16,50,26,76,,,,"{'higher': 6, 'education': 5}","{'higher': 1, 'education': 1}","{'higher': 2, 'education': 2}",,,0,,1.0
department of higher education,7,Higher Education | U.S. Department of Education,"Mar 28, 2022 — Our mission is to promote student achievement and preparation for global competitiveness by fostering educational excellence and ensuring equal ...",https://www.ed.gov/category/keyword/higher-education,319.0,2.0,2.0,2.0,3.0,0.0,,4,7,21,76,97,"{'higher': 2, 'education': 2}",,,"{'education': 4, 'department': 2, 'higher': 1}","{'education': 9, 'department': 4, 'higher': 4}",{'education': 2},"{'higher': 1, 'education': 1}",,0,,1.0
department of higher education,8,"Higher Education Department, Govt.of Kerala",Education should be imparted with a view to the type of society that we wish to build. We are working for a modern democracy built on the values of human ...,http://highereducation.kerala.gov.in/,891.0,0.0,,1.0,5.0,5.0,1.4,6,87,195,168,363,,"{'education': 1, 'department': 1, 'higher': 1}",,"{'education': 3, 'department': 1, 'higher': 1}","{'education': 4, 'department': 3, 'higher': 4}",,,"{'education': 6, 'department': 3, 'higher': 6}",0,,1.0
department of higher education,9,Colorado Department of Higher Education,"""Learning is worth it. It is work, but the work is its own reward."" — Chris Kolakowski. Arapahoe Community College Student.",https://cdhe.colorado.gov/,948.0,1.0,1.0,0.0,,16.0,0.75,17,25,102,19,121,,,,"{'education': 9, 'department': 1, 'higher': 4}","{'higher': 3, 'education': 6}",,,"{'education': 1, 'department': 1, 'higher': 1}",0,,1.0
department of higher education,10,The Ohio Department of Higher Education: Department of ...,The Ohio Department of Higher Education is a Cabinet-level agency for the Governor of the State of Ohio that oversees higher education for the state.,https://highered.ohio.gov/,662.0,1.0,4.0,6.0,1.67,25.0,5.0,32,20,42,18,60,"{'education': 1, 'department': 1, 'higher': 1}","{'education': 1, 'department': 1, 'higher': 1}",{'higher': 1},"{'education': 9, 'department': 2, 'higher': 7}",,"{'education': 1, 'department': 1, 'higher': 2}",,{'department': 2},0,,1.0
education websites,1,Top Education Websites Ranking in January 2023 - SimilarWeb,,https://www.similarweb.com/top-websites/science-and-education/education/,904.0,1.0,4.0,1.0,9.0,1.0,6.0,3,57,159,50,209,"{'websites': 1, 'education': 1}","{'websites': 1, 'education': 1}","{'websites': 1, 'education': 1}","{'websites': 5, 'education': 11}","{'websites': 2, 'education': 1}",,"{'websites': 1, 'education': 2}",,9,"{'websites': 1, 'education': 1}",1.0
education websites,2,33 useful websites for students | Top Universities,Educational websites for students. 6. EdX.org. Edx is one of the world's leading MOOC platforms. MOOCs (massive open online courses) are offered for free to ...,https://www.topuniversities.com/blog/33-useful-websites-students,1901.0,1.0,5.0,13.0,3.54,19.0,7.0,33,63,231,68,299,{'websites': 1},{'websites': 6},{'education': 1},{'websites': 5},,,{'websites': 1},{'websites': 2},5,{'websites': 1},1.0
education websites,3,Top 10 education websites to teach you for free,"Jan 6, 2017 — From subjects like Behavioral Psychology to traditional learning, these websites provide barrage of free learning options to students at various ...",https://www.indiatoday.in/education-today/featurephilia/story/free-education-953499-2017-01-06,1226.0,1.0,9.0,3.0,8.33,34.0,5.18,38,27,25,119,144,"{'websites': 1, 'education': 1}",{'websites': 1},"{'websites': 2, 'education': 2}","{'websites': 7, 'education': 9}",{'education': 6},"{'websites': 1, 'education': 1}",{'education': 2},"{'websites': 1, 'education': 1}",9,"{'websites': 1, 'education': 1}",1.0
education websites,4,50 Best FREE Educational Websites for Kids (2023),"Sep 1, 2022 — Best Educational Website for Kids in 2023 · 1. National Geographic Kids · 2. Freckle.com (K-12) · 3. ABCMouse.com (Ages 2-7) · 4. PBS Kids (Age 3-10).",https://www.mkewithkids.com/post/10-educational-websites-that-will-actually-let-you-work-for-an-hour-or-two/,2729.0,2.0,7.5,39.0,3.64,10.0,6.5,51,87,14,186,200,{'websites': 1},{'websites': 1},,{'websites': 8},,,{'websites': 1},,12,{'websites': 1},1.0
